Emotion,Sentence,text_length,word_count,emotion_vn
Disgust,có ai thấy tởm nhưng vẫn coi hết video như tao không 😌😌,55,13,khó chịu
Disgust,đúng chất trẻ trâu,18,4,khó chịu
Disgust,nó lợi dụng ở 1 khía cạnh nào đó mà thôi,40,11,khó chịu
Enjoyment,cuối cùng là hai mình ăn được ngủ được :))) đứa nào cũng lên vài kí,67,16,vui vẻ
Sadness,cả người nhà người yêu cũng không đồng ý :((,44,10,buồn
Fear,tao xem mà cứ sợ nó ngã vãi 🙂,29,9,sợ hãi
Sadness,"crush một ai đó là điều không bao giờ có rồi , vì mình vừa béo , vừa xấu gái , vừa vv and vv . auto nhục 😞😞😞",108,29,buồn
Other,per bố ơi bảo con rể làm thế đii :>,35,10,khác
Sadness,hôm nay thật tệ :((,19,5,buồn
Disgust,chết mẹ mày đi ;))) không làm được thì nghỉ nhé . kiếm đồng tiền của bố dễ à kkkk,81,20,khó chịu
Surprise,ông này tài quá,15,4,ngạc nhiên
Surprise,per . ủa sao giống răng anh vậy,31,8,ngạc nhiên
Disgust,7 thằng này không phải con người chúng mày ạ,44,10,khó chịu
Disgust,kinh tởm,8,2,khó chịu
Enjoyment,tag vô cho xem mấy đứa xấu tánh thôi chứ ghệ anh tánh cực kỳ dt,63,16,vui vẻ
Fear,per nguy hiểm vãi,17,4,sợ hãi
Enjoyment,tao thích bài này lắm luôn ý,28,7,vui vẻ
Sadness,"chấp nhận đau khổ , để đổi lấy hạnh phúc , mà tìm mãi hạnh phúc không đến thế mới đau em .",90,23,buồn
Disgust,tuổi thơ của tao toàn chơi với lũ cướp đồ ăn của tao với trêu tao cả ngày thôi chứ làm gì gặp được mấy soái như vậy đâu .,121,30,khó chịu
Other,mai anh gọi tôi dậy đi :)),26,7,khác
Enjoyment,per vậy cug nghĩ ra được haha,29,7,vui vẻ
Enjoyment,đố ai định nghĩa được tình yêu . có khó gì đâu một buổi chiều . nó chiếm hồn ta bằng nắng hạ . bằng mây nhè nhẹ gío hiu hiu 👏,125,32,vui vẻ
Disgust,nhiệt tình + ngu dốt = phá hoại . toàn óc đi xem bđ,51,14,khó chịu
Enjoyment,"ông sống trên vũ trụ , vợ ông sống ở trái đất , ông cao thêm 5cm là chuyện bthg 😂",81,21,vui vẻ
Other,"đồng chí thịt vợ tương lai của em thì nhẹ nhẹ đấy , không là phải cứ giã như gạo là không được đâu 😡😡",101,25,khác
Disgust,nhạc hay chứ lời xàm .. vậy cũng rần rần,40,10,khó chịu
Other,khóc lóc rồi năm sau họp lớp đéo ai đi :)),42,11,khác
Anger,"per mất dậy vãi , lớn lên nó sẽ biết nó làm như này trên tv là không hay",72,19,giận dữ
Other,ta và nàng cùng quên .,22,6,khác
Sadness,em không muốn chúng ta già đi chút nào . điều đó đồng nghĩa với việc cta sắp xa nhau 😔# n,89,22,buồn
Disgust,"cấp tao tao toàn gặp mấy thằng trời đánh , per với per , hai đứa mày có đọc được thì nhớ là tao vẫn ghim hai đứa mày vì hay trêu tao , còn một thằng tên per nữa , dume bị nó bắt nạt cho khóc suốt 😡",197,50,khó chịu
Enjoyment,vỉa hè to thế vẫn còn muốn ăn cả ồ hố nữa hả =)),48,14,vui vẻ
Other,đến đoạn chúng nó ctay con mẹ nó luôn :)),41,10,khác
Enjoyment,nhớ thời sinh viên 😃,20,5,vui vẻ
Other,"vui thôi đừng vui quá , làm ai cũng ngại",40,10,khác
Anger,đéo biết ! vợ tôi đéo cho nữa !,31,9,giận dữ
Other,lạng sơn đang nắng mà,21,5,khác
Fear,"thiện tai , thế giới này khi nào mới được yên bình",50,12,sợ hãi
Enjoyment,mới tết xong . tặng cặp bánh chưng là ưng nhất :)),50,12,vui vẻ
Sadness,giờ thì chả dám nhìn nữa hic :((,32,8,buồn
Disgust,tào lao ròi đóa,15,4,khó chịu
Enjoyment,đến câu nào có đáp số quen thì khoanh :)),41,10,vui vẻ
Other,lở có sự cố vì đó so với kỷ luật vây có bằng không,50,14,khác
Disgust,"nta nói đừng có nhìn mặt mà bắt hình dong nhg mà thực sự nhìn bả , tôi thấy cứ đanh đá , mưu mô , xảo quyệt kiểu gì ý , cảm thấy đây là con người không có hậu",158,41,khó chịu
Anger,đỉ lol đè chết mẹ đi . hát cái lol,34,10,giận dữ
Anger,công tình yêu làm ăn kiểu lồn gì vậy .,38,10,giận dữ
Other,tưởng thế nào 🤣,15,4,khác
Enjoyment,vcb thu phí dịch vụ cao có khác . lương nv cũng hơn chỗ khác :)),64,16,vui vẻ
Surprise,đoạn 3 móc cái dt nhanh vliz,28,7,ngạc nhiên
Disgust,thì đã sao ? miếng cơm nghề nghiệp người ta . nếu như không thích quay thì lên đòi ban tổ chức ấy hoặc đừng có mà chơi bóng chứ đâu ra cái kiểu bố đời ấy,153,37,khó chịu
Fear,nguy hiểm thật ... suýt nữa tao ảo tưởng con mẹ nó luôn rồi ..,62,15,sợ hãi
Anger,"bố đã làm gì mày đâu , con chó này =))",38,11,giận dữ
Sadness,"cùng cười cùng khóc cùng vượt qua khó khăn , đau khổ nhưng cuối cùng lại là con số 0 :)",87,21,buồn
Other,điều quan trọng ở đây là mày cần sạc điện thoại kìa,51,12,khác
Enjoyment,t không phải con sến súa . ko cần quá cầu kì lãng mạn . cầu hôn tao thế này là tao đổ rồi per,93,25,vui vẻ
Other,giết người quá rồi giờ phải đi tù chứ :))),42,10,khác
Enjoyment,con mèo đág yêuc quá 🤣,22,6,vui vẻ
Disgust,bị đánh bại bằng đòn mông . nổi ô nhục đến chết cũng không hết nổi,66,16,khó chịu
Disgust,quả dạ vâng kia ngọt vãi ngọt . đéo bù khách của tao toàn được,62,15,khó chịu
Other,tôi nói với các ông nhé . dắt bộ qua chốt cũng chưa chắc ngon ăn per,68,17,khác
Enjoyment,đúng các anh 2 nghĩ ra nhiều kiểu quá,37,9,vui vẻ
Disgust,đã hói lại còn mắt thâm,23,6,khó chịu
Sadness,thế nên tao với mày không thể làm người yêu nhau được,53,12,buồn
Sadness,mèo người ta đi lạc về nó còn nhớ chủ chủ còn được đụng nó còn mèo nhà tao đi tán trai có mấy tháng về nhà thấy chủ như thấy ma 😌😌,130,33,buồn
Sadness,ngày xưa cũng như này trong lúc mối quan hệ bắt đầu nhạt :) haiz,64,15,buồn
Enjoyment,"per đây là thằng con trai vừa đẹp còn có não , mong per học hỏi ! xin cảm ơn",76,20,vui vẻ
Enjoyment,"ngày xưa , ngoài thú vui chọc chó dí , còn chọc cho ngỗg rượt . cách giảm cân hịu quả nhất cho mấy đứa lười 😂. nhớ lại vui thật , đúg là thời sửu nhi .",151,38,vui vẻ
Sadness,mình toàn làm ba mẹ buồn,24,6,buồn
Enjoyment,thèm được bố chửi 1 lần 🤤🤤,26,7,vui vẻ
Anger,thằng quay đáng bị đạp cho lăn con cụ ra mới biết sợ =)) cứ tưởng thế là vui 🙂 súc vật,86,22,giận dữ
Disgust,nuôi gì mà không có tâm gì v nè,31,9,khó chịu
Other,tốt nhất không đi đâu cả nhé ..,31,8,khác
Other,bé giỏi toán quá nên cô giáo mất dạy luôn,41,10,khác
Enjoyment,couple cuối . yêu chết đi được,30,7,vui vẻ
Other,cai nay do co roi . ai con ban nua không,40,11,khác
Sadness,đây là 1 câu chuyện buồn,24,6,buồn
Enjoyment,đã từng được ăn ké vài bữa 😝,28,8,vui vẻ
Enjoyment,cưng nhỉ,8,2,vui vẻ
Fear,"per này , thích thì xem cho đã con mắt đi 🙁 đáng sợ quá mà",58,16,sợ hãi
Enjoyment,cũng thơm mà . kì thị quá à .,29,9,vui vẻ
Enjoyment,nếu ai cũng có ý thức tốt đẹp thì đất nước này còn gì để nói . đâu có ai hoàn toàn hoàn hảo đâu bạn . dù là moi tần lớp,119,32,vui vẻ
Sadness,"thương quá . giờ con đi học ở lại cả ngày thì hên xui thôi chứ biết làm sao , không ăn thịt heo thì ăn gì . mong sao có lệnh tạm dừng ăn thịt heo trong thời gian này cho các trường mầm non thì hay biết mấy .",207,51,buồn
Enjoyment,nhìn qua ảnh thôi cũng thích =)),32,7,vui vẻ
Disgust,nhà thì như cái chuồng lợn còn bày đặt đắp mặt !,48,12,khó chịu
Sadness,"tôi xin nhắc lại , đây là một câu chuyện buồn",45,11,buồn
Other,nên công bố để răn đe,21,6,khác
Sadness,"dù thế nào thì anh tôi luôn bất hạnh , ai khóc cho anh khấc tôi đây 😢",69,18,buồn
Disgust,"đang làm nhiệm vụ mà cứ léo nhéo thế nhỉ , để cho cán bộ gọi về cho chỉ huy đi",78,21,khó chịu
Sadness,nấu cơm như vậy xong đi lên nhà xem hoạt hình .. đến lúc hết phim xuống để xới cơm thì .... khét lẹt,100,24,buồn
Enjoyment,có ai không sợ nhưng giật mình như tao không :) dumehuhonchimen,63,12,vui vẻ
Enjoyment,"đêm hôm coi lại , cười mún rụg rún",34,9,vui vẻ
Sadness,năm nào mà tao chã cô đơn,25,7,buồn
Other,giận ngược trở lại chúng nó sớm chia tay thôi :))),50,11,khác
Surprise,sao trận này ông này khóc nhỉ :)),33,8,ngạc nhiên
Disgust,bọn yêu nhau tưởng thế là hay,29,7,khó chịu
Disgust,"khi bạn cố gắng kéo lại với người ta và họ chụp màn hình gửi cho mọi người , còn đem đi kể nữa chứ",98,25,khó chịu
Other,"bằng lòng với những gì mình đang có đi , trên thế giới có rất nhiều người không được như mình đâu",97,22,khác
Surprise,per bá đạo quá 😁,16,5,ngạc nhiên
Sadness,lâu rồi không được nhìn nụ cười ấy,34,8,buồn
Other,bao năm ăn học ở trg mà các vị làm vài vụ như thế nào 1 năm thì lại vui quá . vks ạ,83,24,khác
Enjoyment,dịch vụ tận tâm . đáng yêu quá ! : x,36,11,vui vẻ
Enjoyment,câu chuyện dễ thương thật ^^,28,6,vui vẻ
Enjoyment,là đi phát tờ rơi ngay mấy ngã tư và cổng trường đại học ! được 200k về mua skin yasuo siêu phẩm 2016,101,24,vui vẻ
Other,mình chỉ nói đến cơ hội việc làm thôi chứ không bàn luận gì về việc ông ấy là người như thế nào bạn nhé ??,106,26,khác
Other,còn nhiều người khổ hơn mình :)),32,7,khác
Sadness,"tội mày quá , lần sau mày bình tĩnh hơn nhé",43,11,buồn
Enjoyment,per cười đau bụng luôn 🤣🤣,25,6,vui vẻ
Anger,per dẹp hết . không có bán mua quần què gì nữa hết,50,13,giận dữ
Enjoyment,"nhìn 1 cái , cười 1 cái rồi về thôi",35,10,vui vẻ
Enjoyment,tuổi thơ dữ dội là đây .,24,7,vui vẻ
Enjoyment,tính ra con bé đó chuyên nghiệp ấy chứ,38,9,vui vẻ
Anger,cái địt con mẹ mày ... biết bố mày xem xong tí rơi điện thoại không 😭😭😭😭😭😭😭😭😭,77,17,giận dữ
Sadness,per sao tội vạy em,18,5,buồn
Other,đéo hiểu,8,2,khác
Other,nhớ cái bếp của mẹ .,20,6,khác
Disgust,tao ghét nhất đăng mấy thể loại v . đúg là nhãm lol,51,13,khó chịu
Disgust,ghét mấy cái thể loại này . toàn lũ hãm,39,10,khó chịu
Other,hẳn là phạt 5 triệu luôn,24,6,khác
Other,cuộc sống mà,12,3,khác
Other,sao không mua thịt về ướp dưới nền rồi nướng luôn,49,11,khác
Disgust,((= nói cái này quá là bình thường luôn không đến mức phải xù lông nói là cười nhạo đâu ạ,89,21,khó chịu
Sadness,coi xong đoan này . tao thấy nhớ nhà vô cùng 😭,46,12,buồn
Enjoyment,công nhận 😌😌😌 đồng nghiệp hạp hạp tí có khi ngồi buôn cả ngày bám hơn cả bám người yêu . đi làm hôm nào cảm thấy hôm đó ý nghĩa vãi,131,32,vui vẻ
Other,ông bà có đam mê .,18,6,khác
Other,nếu như bạn nào không biết là bạn đồ chanh chẹ,46,11,khác
Other,cái vị mà tao nghĩ đến cuối đời con người vẫn chưa nếm hết,58,14,khác
Enjoyment,hoá nhện tỏ tình đấy :)))),26,6,vui vẻ
Sadness,tôi từng trách bố mẹ sao sinh tôi ra trong hoàn cảnh này,56,13,buồn
Surprise,khu này đẹp vãi chưởng,22,5,ngạc nhiên
Other,nhớ lại mỗi lần thay tim .. 😂,29,8,khác
Surprise,em này sao giống chị tao quá vậy,32,8,ngạc nhiên
Other,"ngay bây giờ , chỉ cần anh thật lòng với tôi là được :)",55,14,khác
Other,per 2 đại cao thủ đấu đầu :)),29,8,khác
Enjoyment,dễ thương vầy :>,16,4,vui vẻ
Other,tao đang nghiêm túc đấy,23,5,khác
Enjoyment,nói không phải khoe chứ em đi xe bò đi học,42,11,vui vẻ
Anger,đm phải tao tao chửi mả bố nhà chúng nó lên chứ trêu trêu cái lol 😒😒 vả cho mỗi thằng ml vài cái chứ ở đấy cho chúng nó quây rồi nhăn nhỉ với nhau ..,149,37,giận dữ
Other,"hết cấp 3 , hết đại học và chỉ mới bắt đầu 1 cuộc chơi khác .",61,17,khác
Sadness,"cả đống người trên đường , mà nó chỉ dí mình tao 😭. t đã làm nên tội gì 😭😭",74,20,buồn
Other,đã bảo cho tôi đi trước rồi mà không chịu . :v,46,12,khác
Other,per còn nhớ hay đã quên,23,6,khác
Sadness,nếu chịu khó đặt vào hoàn cảnh của nhau mà sống thì cuộc sống đơn giản hơn rồi đó,81,19,buồn
Enjoyment,cưng v trờiiiiii .,18,4,vui vẻ
Sadness,per 😢😢 miss you .. chính xác luôn ak hậu,40,10,buồn
Other,rồi liệu nằm với vợ ông làm thế nào nhỉ,39,10,khác
Sadness,sau mỗi cuộc chia ly người ở lại vẫn là người đau lòng nhất :((,63,15,buồn
Enjoyment,"phim hay dã man diễn viên chính đẹp trai , xem đi xem lại không chán",68,16,vui vẻ
Sadness,tình yêu là sự mù quáng mà hix,30,8,buồn
Enjoyment,dễ thương quá,13,3,vui vẻ
Enjoyment,"má , mặt đúng ngáo luôn 😂",25,7,vui vẻ
Sadness,có một sự tổn thương không hề nhẹ ở đây,39,10,buồn
Disgust,tết trung thu chứ có phải tết “ giao phối ” đâu mà cần gấu với chả gà 😌😌,72,19,khó chịu
Enjoyment,"per làm ở đâu không quan trọng , quan trọng là vẫn buôn chuyện đều 😂😂😂",70,16,vui vẻ
Disgust,"kệ mẹ nó , giận được bao nhiêu thì giận . cắm sừng thì tao tiễn vong luôn",73,18,khó chịu
Anger,ra cái chỗ sóng không táp thì đéo ra cáu vãi :)),48,12,giận dữ
Enjoyment,hãy cảm ơn vì chúa đã ban em cho chị 😂😂,39,11,vui vẻ
Sadness,họ đáp vì phép lịch sự còn mình vì yêu mà chủ động vì quan tâm mà hỏi đủ điều ..🙁,81,21,buồn
Enjoyment,:)) bật nhạc lên và quẩy thôi,29,7,vui vẻ
Enjoyment,nhà tôi còn nè,14,4,vui vẻ
Enjoyment,per theo vợ nghĩ nếu là chồng thì chắc con đó dù là giả cũng sẽ lên nồi,71,18,vui vẻ
Enjoyment,món này ngon vãi,16,4,vui vẻ
Sadness,per viêm màn túi cấp nghiêm trọng,33,7,buồn
Disgust,kinh vãi,8,2,khó chịu
Other,đến bao giờ mới nhận được tiền nhỉ,34,8,khác
Enjoyment,dăm ba con nhện nghĩ tao sợ (((=,32,8,vui vẻ
Sadness,ngày buồn hôm ấy tôi cũng là người rời khỏi lớp cuối cùng .!!!,62,14,buồn
Disgust,"mình muốn tag mấy ông hàng xóm vào đây để các bác ấy biết rằng , bác ấy không chỉ buồn mà còn hát rất dở",104,26,khó chịu
Enjoyment,là mỗi buổi sáng thức dậy ta có thêm 1 ngày mới để yêu thương ❤️.,65,16,vui vẻ
Enjoyment,dume dễ thương vãi ??,21,5,vui vẻ
Anger,ủa làm gì đánh tao muốn chết vậy đuỹ ?,38,10,giận dữ
Other,sau này nhất định phải nói chuyện lịch sự :)))) không phải một người đọc mà là mọi người cùng đọc =)))),103,22,khác
Enjoyment,"3s để tôi nói tôi yêu em và cả quãng đời còn lại để tôi chứng minh lời tôi nói :"" tôi yêu em """,94,25,vui vẻ
Enjoyment,ấm hơn cả người yêu :)),23,6,vui vẻ
Enjoyment,e lên mang câu chuyện này đi thi thách thức danh hài . rất duyên,64,15,vui vẻ
Enjoyment,thấy topic đúng tâm trạng quá .,31,7,vui vẻ
Other,chụp không biết bao nhiêu lần rồi,33,7,khác
Enjoyment,bài này hay tuyệt vời đấy ❤️,28,7,vui vẻ
Other,thật ra là nó muốn kiếm em gái anh trai mưa đấy,47,12,khác
Sadness,"ai mang đồ ăn cho anh ấy đi , kẻo đói tội nghiệp",48,13,buồn
Sadness,"coi khúc đầu không hiểu , đến lúc ổng bước ra khỏi làn khói , thật không thể cầm được nước mắt",94,22,buồn
Other,rất biết cách ngồi đấy nhỉ ????,31,7,khác
Other,per phim đó thì nam chính hay nữ chính đều chạy cả,50,12,khác
Fear,mấy con yêu nghiệt ngày xưa nội có nuôi 2 con cứ ra đằng sau là nó dí chạy muốn tuột mẹ quần 🙄🙄,95,24,sợ hãi
Other,"hồi xưa , giờ yêu kiểu người lớn cơ mà",38,10,khác
Enjoyment,có vợ nên lắm . váy mới ngày trước toàn áo chấm bi của mẹ 🤣🤣,60,16,vui vẻ
Enjoyment,nó cưng quá mày,15,4,vui vẻ
Surprise,trời có bạn nhận ra mình luôn à @@,34,9,ngạc nhiên
Sadness,😭😭😭😭😭😭,6,1,buồn
Fear,tao nhìn sợ vãi,15,4,sợ hãi
Enjoyment,cảm ơn bạn đã yêu đất nước việt nam tôi,39,10,vui vẻ
Other,quan trọng là ông bà nội ngoại bạn phải giàu cái đã,51,12,khác
Enjoyment,"chắc ông chồng hạnh phúc lắm khi sống chung với người vợ như vậy , những đứa con chắc cũng yêu mẹ họ lắm ! mà thặc ra là giống với mẹ tớ lắm kkk",144,35,vui vẻ
Sadness,ewww mình chẳng giữ được gì huhu,32,7,buồn
Surprise,vậy cũng được luôn hả ? 😄,25,7,ngạc nhiên
Enjoyment,"bộ phim này xem rất sướng . và rút ra được khám phá là thứ tuyệt vời nhất chứ không phải bằng cấp . giá như mấy ông "" bộ "" và mấy ông "" ngành "" dành thời gian xem phim này một lần .",181,46,vui vẻ
Sadness,xem không dưới 3 lần chia sẻ không dưới 2 lần nhưng mỗi lần nhìn thấy lại xem lại buồn,86,20,buồn
Disgust,bây giờ gái nó chỉ cần bông hoa đồng tiền ném vào mặt nó để nó ăn tiêu chứ nó cần gì cái cây lu miên này .,106,28,khó chịu
Disgust,"mút này mình xịt nước cho nó mềm ra , lấy chổi đùa đùa lại quét tới lúc nghỉ việc luôn quét cũng chưa xong nha , thứ nl",119,29,khó chịu
Sadness,và hơn hết là tụi nó không còn coi mình là con gái nữa,54,14,buồn
Anger,moẹ thấy u ám hơn thì có . dume 💩,33,10,giận dữ
Fear,hú hồn lon vẫn còn,18,5,sợ hãi
Sadness,"một lúc nào đó chúng ta sẽ không nói chuyện nữa , lúc đó có lẽ em thật sự đã buông bỏ được rồi ...",98,25,buồn
Disgust,hẳn là thần tài . mê tín vãi,28,8,khó chịu
Disgust,bớt chọc điên tao và bớt leo lên đầu tao ngồi 🙂 hãy để yên cho tao hiền 🙃,73,19,khó chịu
Enjoyment,per kỷ niệm khó quên nhỉ kkk,28,7,vui vẻ
Disgust,địt mẹ hoang đường !,20,5,khó chịu
Disgust,"cô giáo chủ nhiệm hơi bị khốn nhỉ ? cô như vậy thì học sinh sao này học theo cái tính tráo trở , hai mặt",104,26,khó chịu
Other,xin chúa thương xót chúng con,29,6,khác
Sadness,lâu quá mới nghe lại bài này buồn thế,37,9,buồn
Enjoyment,rất thuyết phục,15,3,vui vẻ
Other,mình hỏi mua rồi mà người ta kiểu nữa muốn bán nữa không bạn,60,14,khác
Sadness,buồn nhất là crush cũng chả có để mà thả 😞,42,11,buồn
Surprise,"ồ ! thật là bất ngờ , thật là thú zị , thật là liên quan ?",58,17,ngạc nhiên
Enjoyment,per anh tải cái này về cho per học nè . thú vị ghê,50,14,vui vẻ
Enjoyment,per làm gì quên được kkkkk,26,6,vui vẻ
Other,nhìn thế thôi nhưng làm được video như này cũng khó lắm hay phết 🙂,66,15,khác
Disgust,hợp lớp cái đéo gì được chục thằng = ),38,10,khó chịu
Disgust,ủa vậy phạm tội thì có ẩn danh không ? :)) ngộ àh,49,13,khó chịu
Enjoyment,lấy vợ xong anh có vẻ mũm mĩm nhỉ :333,38,10,vui vẻ
Enjoyment,dỗ lại dễ thôi mà . nhỉ nhỉ 🤣🤣🤣,31,9,vui vẻ
Anger,cho tao hỏi mấy con súc vật tụi bây cười cái gì dzậy ? chắc tụi mày phải bị gậy vụt vào mõm thì mới hết dám ngẩng mặt nhìn đời phải không ?,139,34,giận dữ
Other,bạn nào cần bạn thân là con trai không :)),42,10,khác
Sadness,tao bị quỳ cột cờ mới ác . cả trường biết mặt luôn . nhục vãi,61,16,buồn
Enjoyment,tao đã đóng dấu cấm đứa nào rớ vào =)))),40,10,vui vẻ
Anger,"dm tuổi thơ tao lại toàn ba thằng hãm lol , độc chép bài .... đùa đùa đéo cho chép chúng nó chửi sấp mặt luôn ☹️",112,27,giận dữ
Anger,và thế đéo nào chúng nó toàn gọi mình là thằng 😏😏😏,50,12,giận dữ
Disgust,khôn lõi đời à ? chừa này,25,7,khó chịu
Other,cũng chỉ là tạm thời . chỉ khi nào nguồn nước bẩn thôi đổ vào sông thì mới đảm bảo được .,89,22,khác
Enjoyment,per ru con để vợ đắp mặt nạ kìa ?? đúng là chồng người ta chưa bao giờ làm mình thất vọng ??,92,23,vui vẻ
Other,"thật thà vãi , mà tao chỉ thích ăn xoài chua .",46,12,khác
Other,per vẩy cật lực luôn =)),24,6,khác
Disgust,sao toàn gái ngành với bọn chủ tịch bình luận không vậy 🙂,57,13,khó chịu
Other,đây còn hơn cả vua . giàu mà nghĩ lớn làm lớn .,47,13,khác
Surprise,bất ngờ thiệt :)))),19,4,ngạc nhiên
Enjoyment,"đang ỉa xem cười như điên , kkk",31,8,vui vẻ
Sadness,nghiệt ngã hơn là phi hành gia đéo tuyển mấy đứa lùn :((,56,13,buồn
Anger,con mụ mất dạy . già mà lăng loàn . thấy người ta yếu thế hơn mà khôg giúp dựng cái xe dậy rồi nói với nhau vài câu tử tế . lại còn tỏ nguy hiểm định ăn cức người ta ak,168,43,giận dữ
Enjoyment,thiếu cái que chấm dầu là ổn 😂,30,8,vui vẻ
Sadness,bình thương tao hay cười lắm . nhưng khi tức tên ... tao lại khóc . quá yếu đuối,80,19,buồn
Fear,ăn ngon nhưng nóng không chịu được,34,7,sợ hãi
Fear,vừa đây về đông kinh hồn càng về đêm càng đông,46,11,sợ hãi
Other,per tổ đội đánh rắm vào mà xem,30,8,khác
Other,bếp thiiêu chân mày,19,4,khác
Disgust,con người ta giỏi nhất là ảo tưởng vị trí của mình trong lòng người khác 🙃,74,17,khó chịu
Disgust,"đúng là tuổi tác nó không chứng minh được gì cả , già rồi ăn nói không văn hoá cử chỉ hành động tục tĩu hết nói nỗi",115,28,khó chịu
Fear,ra vậy . nguy hiểm thật :(((,28,7,sợ hãi
Sadness,per hết tiền thật sự :(,23,6,buồn
Enjoyment,nóng quá nên đổ lên cho mát thôi mà :)),39,10,vui vẻ
Enjoyment,cưng quá :))),13,3,vui vẻ
Other,lỗi của lái tàu nhé,19,5,khác
Disgust,ai cũng bận cả và không ai rảnh rỗi ngày ngày quan tâm bạn đâu ?,64,16,khó chịu
Disgust,nuôi con chó mà để ve thế không thấy tởm nhỉ ?,46,12,khó chịu
Enjoyment,tuổi trẻ tài cao vãi,20,5,vui vẻ
Other,vô duyên và hài hước nó có 1 làn ranh giới mỏng manh vãi,56,14,khác
Disgust,đứng xa ra thì dễ dàng rồi =)) cái ngu ở đây là không viết được nhưng vãn cố chấp thôi =)),90,22,khó chịu
Sadness,xui thôi chứ quyền đang hay mà 😢,32,8,buồn
Enjoyment,công an béo như lợn không đuổi nổi tội phạm 😂😂,46,11,vui vẻ
Sadness,nhưng tôi đéo có bạn trai thì phải làm sao ?,44,11,buồn
Sadness,nhìn cái ngành gd việt nam bây giờ ai cũng mệt mỏi,50,12,buồn
Disgust,"đó tao đi học tới 12 , mà dô lớp lì vẫn bị thầy cho nằm úp trên bàn trước lớp , kéo tà áo dài lên rồi đập cho mấy cây . giờ quánh thì không cho ( trừ mấy thầy cô yêuc quái cho mấy trăm cái bạt tai thì không tính ), phạt quỳ thì cũng lên báo . thua luôn .",254,65,khó chịu
Enjoyment,cái gì mà rớt hột le tè vậy em gái 😁😁😁,38,11,vui vẻ
Other,per trước cái thời ở trọ nè anh,31,8,khác
Fear,sợ vãi =))),11,3,sợ hãi
Enjoyment,lãng mạn vãi_chưởng =)))))) 0,29,5,vui vẻ
Anger,per tao tán sấp mặt,19,5,giận dữ
Disgust,việc làm và ý thức của những cổ động viên kém quá . mất hình ảnh bóng đá per còn mất 1 tỷ tiền phạt .,101,26,khó chịu
Other,sao nhìn nó đấm đéo có lực gì hết nhỉ,37,10,khác
Sadness,mình bị say xe bạn à :(((,25,7,buồn
Enjoyment,per haha cái t2 hợp với em nè ;)),33,9,vui vẻ
Sadness,vậy là thế giới mất đi không biết bao nhiêu món nướng rồi :(,60,14,buồn
Enjoyment,nói thật :)) tao chỉ buồn cười khi chúng nó chia tay thôi :)),61,14,vui vẻ
Surprise,kết thúc phim bất ngờ quá,25,6,ngạc nhiên
Sadness,"mới xem 1 đoạn xíu này mà cũng khóc hết hơi , nhìn em bé mất bố mà quay ra nhìn lại con mình đỏ hỏn nằm bên cạnh , thấy thương quá 😭",132,34,buồn
Disgust,xứng đáng cho cái ngu của thằng oto .. nghiền nát luôn oto càng tốt .. để cho cái lũ não ngắn nó hiểu được quy định của hành lang đường sắt là như nào .,152,36,khó chịu
Enjoyment,ơ cưng < 3 < 3,14,6,vui vẻ
Other,nếu câu chuyện này được liệt kê vào danh sắc câu chuyện cảm động nhất trường thì câu chuyện của thư sẽ được liệt vào đâu đây 😂😂😂 per,132,29,khác
Sadness,"tại giống nhau quá , nhưng đừng như người ta nha , nghĩ đến tự tử các thứ chẳng có gì là hay cả",95,24,buồn
Disgust,còn trẻ trâu lắm cả hai đứa,27,7,khó chịu
Other,"mong là nước pháp sẽ tập trung xây dựng ổn định trong nước , và đừng đụng chạm tới nước khác nữa",96,22,khác
Other,ngắn gọn thôi : thế bây giờ mày muốn tao dỗ hay là tao giỗ :v,61,16,khác
Enjoyment,tao thích con bé nuốt chuối,27,6,vui vẻ
Enjoyment,ng ta nuôi vì niềm đam mê,25,7,vui vẻ
Other,trường mình chị lao công đóng cửa :((,37,8,khác
Disgust,thính đấy đừng dính . vì 1 ngày nào đấy mày sẽ nhận ra không chỉ mình mày mới được vậy,86,21,khó chịu
Enjoyment,nước ngoài có đầy mà :)),24,6,vui vẻ
Enjoyment,bô ̣ phim khiến bọn sinh viên có lí do để lười học theo li ́ thuyết là đây 😆,76,20,vui vẻ
Fear,hơn cả bộ phim kinh dị !,24,7,sợ hãi
Disgust,nằm ngó miệng kiểu đó ai dám ăn ??????,38,9,khó chịu
Enjoyment,cả một bầu trời đáng yêu :))))),31,7,vui vẻ
Sadness,hic hic mình còn chả bao giờ được giận lại ấy chứ :((,53,13,buồn
Enjoyment,còn người yêu tao : một hơi có một anh đẹp trai bay lơ lửng rồi ôm lấy em khi em tắm :(((,89,23,vui vẻ
Enjoyment,nó sẽ thì thầm tai mày “ dượng đây “ 🤣🤣,39,11,vui vẻ
Enjoyment,tập có lỗi với thằng quay phim mà tao xem ba lần tao vẫn cười đứt ruột,70,17,vui vẻ
Sadness,xem xong video tự thấy mình còn không bằng con chó ...,54,12,buồn
Disgust,tóm lại là giá trị của anh đéo bằng 1 cái bánh :<,49,13,khó chịu
Sadness,cay mắt,7,2,buồn
Disgust,đánh cho lắm đéo thấm miếng nào khi main chỉ hất mông 1 phát bay mất tiêu :)),77,18,khó chịu
